ad_creation_time,ad_creative_body,ad_creative_link_caption,ad_creative_link_description,ad_creative_link_title,ad_delivery_start_time,ad_delivery_stop_time,currency,funding_entity,page_id,page_name,spend_lower,spend_upper,adlib_id,impressions_lower,impressions_upper,potential_reach_lower,potential_reach_upper,ad_snapshot_url
2021-02-01,"萊豬沒有標示，讓我們沒有選擇！
👉網站連結: chichen.org/here
政府失靈，人民必須靠自己！
請與我們一起衝刺連署！

➡ 下班後吃一碗 ＃滷肉飯，是忙碌後的慰藉；
➡ 慶祝生日時大口吃 ＃豬腳麵線 添福添壽；
➡ 烤肉的歡樂，＃烤香腸 是不可或缺的食材；
➡ 在病榻中，＃豬肝湯 是最滋補的平民美食。

心萊克多巴胺的健康風險，危害我們下一代的健康。
用公投票讓安心食用豬肉再次成為人民的日常。

歡迎所有關心食安的好朋友，透過反萊豬公投連署網站，關注連署書進度，還有周遭的連署點，呼朋引伴加入反萊豬的行列！
👉網站連結: chichen.org/here",chichen.org,NA,一起公投|讓安心豬肉回歸日常生活|立即連署,2021-02-01,2021-02-02,TWD,江啟臣,191690867518507,江啟臣,0,99,239281341121575,0,999,100001,500000,https://www.facebook.com/ads/archive/render_ad/?id=239281341121575&access_token={access_token}
2021-02-01,"萊豬沒有標示，讓我們沒有選擇！
👉網站連結: chichen.org/here
政府失靈，人民必須靠自己！
請與我們一起衝刺連署！

➡ 下班後吃一碗 ＃滷肉飯，是忙碌後的慰藉；
➡ 慶祝生日時大口吃 ＃豬腳麵線 添福添壽；
➡ 烤肉的歡樂，＃烤香腸 是不可或缺的食材；
➡ 在病榻中，＃豬肝湯 是最滋補的平民美食。

心萊克多巴胺的健康風險，危害我們下一代的健康。
用公投票讓安心食用豬肉再次成為人民的日常。

歡迎所有關心食安的好朋友，透過反萊豬公投連署網站，關注連署書進度，還有周遭的連署點，呼朋引伴加入反萊豬的行列！
👉網站連結: chichen.org/here",chichen.org,NA,一起公投|讓安心豬肉回歸日常生活|立即連署,2021-02-01,2021-02-04,TWD,江啟臣,191690867518507,江啟臣,400,499,742386729731611,6000,6999,100001,500000,https://www.facebook.com/ads/archive/render_ad/?id=742386729731611&access_token={access_token}
2021-01-31,"萊豬沒有標示，讓我們沒有選擇！
👉網站連結: chichen.org/here
政府失靈，人民必須靠自己！
請與我們一起衝刺連署！

➡ 下班後吃一碗 ＃滷肉飯，是忙碌後的慰藉；
➡ 慶祝生日時大口吃 ＃豬腳麵線 添福添壽；
➡ 烤肉的歡樂，＃烤香腸 是不可或缺的食材；
➡ 在病榻中，＃豬肝湯 是最滋補的平民美食。

心萊克多巴胺的健康風險，危害我們下一代的健康。
用公投票讓安心食用豬肉再次成為人民的日常。

歡迎所有關心食安的好朋友，透過反萊豬公投連署網站，關注連署書進度，還有周遭的連署點，呼朋引伴加入反萊豬的行列！
👉網站連結: chichen.org/here",chichen.org,NA,一起公投|讓安心豬肉回歸日常生活|立即連署,2021-02-01,2021-02-04,TWD,江啟臣,191690867518507,江啟臣,400,499,135770365038213,8000,8999,100001,500000,https://www.facebook.com/ads/archive/render_ad/?id=135770365038213&access_token={access_token}
2021-01-31,"萊豬沒有標示，讓我們沒有選擇！
👉網站連結: chichen.org/here
政府失靈，人民必須靠自己！
請與我們一起衝刺連署！

➡ 下班後吃一碗 ＃滷肉飯，是忙碌後的慰藉；
➡ 慶祝生日時大口吃 ＃豬腳麵線 添福添壽；
➡ 烤肉的歡樂，＃烤香腸 是不可或缺的食材；
➡ 在病榻中，＃豬肝湯 是最滋補的平民美食。

心萊克多巴胺的健康風險，危害我們下一代的健康。
用公投票讓安心食用豬肉再次成為人民的日常。

歡迎所有關心食安的好朋友，透過反萊豬公投連署網站，關注連署書進度，還有周遭的連署點，呼朋引伴加入反萊豬的行列！
👉網站連結: chichen.org/here",chichen.org,NA,一起公投|讓安心豬肉回歸日常生活|立即連署,2021-02-01,2021-02-02,TWD,江啟臣,191690867518507,江啟臣,0,99,748936752402274,0,999,100001,500000,https://www.facebook.com/ads/archive/render_ad/?id=748936752402274&access_token={access_token}
2021-01-31,"萊豬沒有標示，讓我們沒有選擇！
👉網站連結: chichen.org/here
政府失靈，人民必須靠自己！
請與我們一起衝刺連署！

➡ 下班後吃一碗 ＃滷肉飯，是忙碌後的慰藉；
➡ 慶祝生日時大口吃 ＃豬腳麵線 添福添壽；
➡ 烤肉的歡樂，＃烤香腸 是不可或缺的食材；
➡ 在病榻中，＃豬肝湯 是最滋補的平民美食。

心萊克多巴胺的健康風險，危害我們下一代的健康。
用公投票讓安心食用豬肉再次成為人民的日常。

歡迎所有關心食安的好朋友，透過反萊豬公投連署網站，關注連署書進度，還有周遭的連署點，呼朋引伴加入反萊豬的行列！
👉網站連結: chichen.org/here",chichen.org,NA,一起公投|讓安心豬肉回歸日常生活|立即連署,2021-02-01,2021-02-02,TWD,江啟臣,191690867518507,江啟臣,0,99,1202549596826287,0,999,100001,500000,https://www.facebook.com/ads/archive/render_ad/?id=1202549596826287&access_token={access_token}
2021-01-31,"萊豬沒有標示，讓我們沒有選擇！
👉網站連結: chichen.org/here
政府失靈，人民必須靠自己！
請與我們一起衝刺連署！

➡ 下班後吃一碗 ＃滷肉飯，是忙碌後的慰藉；
➡ 慶祝生日時大口吃 ＃豬腳麵線 添福添壽；
➡ 烤肉的歡樂，＃烤香腸 是不可或缺的食材；
➡ 在病榻中，＃豬肝湯 是最滋補的平民美食。

心萊克多巴胺的健康風險，危害我們下一代的健康。
用公投票讓安心食用豬肉再次成為人民的日常。

歡迎所有關心食安的好朋友，透過反萊豬公投連署網站，關注連署書進度，還有周遭的連署點，呼朋引伴加入反萊豬的行列！
👉網站連結: chichen.org/here",chichen.org,NA,一起公投|讓安心豬肉回歸日常生活|立即連署,2021-02-01,2021-02-01,TWD,江啟臣,191690867518507,江啟臣,0,99,218300936607371,0,999,100001,500000,https://www.facebook.com/ads/archive/render_ad/?id=218300936607371&access_token={access_token}
2021-01-31,"萊豬沒有標示，讓我們沒有選擇！
👉網站連結: chichen.org/here
政府失靈，人民必須靠自己！
請與我們一起衝刺連署！

➡ 下班後吃一碗 ＃滷肉飯，是忙碌後的慰藉；
➡ 慶祝生日時大口吃 ＃豬腳麵線 添福添壽；
➡ 烤肉的歡樂，＃烤香腸 是不可或缺的食材；
➡ 在病榻中，＃豬肝湯 是最滋補的平民美食。

心萊克多巴胺的健康風險，危害我們下一代的健康。
用公投票讓安心食用豬肉再次成為人民的日常。

歡迎所有關心食安的好朋友，透過反萊豬公投連署網站，關注連署書進度，還有周遭的連署點，呼朋引伴加入反萊豬的行列！
👉網站連結: chichen.org/here",chichen.org,NA,一起公投|讓安心豬肉回歸日常生活|立即連署,2021-02-01,2021-02-04,TWD,江啟臣,191690867518507,江啟臣,800,899,417585946171414,10000,14999,100001,500000,https://www.facebook.com/ads/archive/render_ad/?id=417585946171414&access_token={access_token}
2021-01-31,"萊豬沒有標示，讓我們沒有選擇！
👉網站連結: chichen.org/here
政府失靈，人民必須靠自己！
請與我們一起衝刺連署！

➡ 下班後吃一碗 ＃滷肉飯，是忙碌後的慰藉；
➡ 慶祝生日時大口吃 ＃豬腳麵線 添福添壽；
➡ 烤肉的歡樂，＃烤香腸 是不可或缺的食材；
➡ 在病榻中，＃豬肝湯 是最滋補的平民美食。

心萊克多巴胺的健康風險，危害我們下一代的健康。
用公投票讓安心食用豬肉再次成為人民的日常。

歡迎所有關心食安的好朋友，透過反萊豬公投連署網站，關注連署書進度，還有周遭的連署點，呼朋引伴加入反萊豬的行列！
👉網站連結: chichen.org/here",chichen.org,NA,一起公投|讓安心豬肉回歸日常生活|立即連署,2021-02-01,2021-02-02,TWD,江啟臣,191690867518507,江啟臣,100,199,2767564780164219,1000,1999,100001,500000,https://www.facebook.com/ads/archive/render_ad/?id=2767564780164219&access_token={access_token}
2021-01-31,"【刑民法成年年齡一致為18－淺談教育與性別平等】
    近日立院三讀通過，在民法上成年的定義下修為18歲，想必大家都持正面態度。

    刑民法成年年齡不一致，想必曾經造成18歲的你的困擾(如果你有初老症，你應該記的很清楚)，或許你忘了，畢竟才困擾短短兩年。你可能忘了你想打工，但需要拿同意書回家給父母簽名；好不容易上了大學，租房簽約當天，還要「麻煩」父母北上南下奔走，只為了簽名蓋章；拿到了駕照，不免俗的在19歲出了車禍，但真正愧疚煩心的是，父母親必須想辦法排開工作去參加調解委員會亦或是出庭……，以上這些，都讓你被質疑，也自我懷疑，我到底成年了沒？

    再假設如果有天，你的孩子長到18歲，身為法定監護人的你，還是得面對，我的孩子到底可以「自己」做甚麼？我需要對我的孩子負責到什麼程度？在教育孩子時，不免會有些拉扯和矛盾。

    對於這次民法上的突破，我有很贊成開心的地方，也同時有我的隱憂。

    我開心的是，男女不得訂定婚約的年紀一律改為17歲，沒有什麼男17、女15，以前規定女生可以比男生早結婚的意思不就是，舊社會的刻板印象覺得，女性成年的意義與價值就是為了婚姻與家庭嗎？如今統一改為17，反映與落實兩性平權。

    雖然民法成年年齡下修，但是能投票參政的年齡依舊是20歲，20歲才能投總統、市長、議員、立委等等（公投維持18歲）。我的隱憂為教育，必須在孩子18歲之前，讓孩子學習對自己負責也對他人負責，但是教導孩子負責任一直以來都是教育的難題，大人都愛逃避了，怎麼跟孩子定義何謂「負責任」？再者，讓孩子在18歲完全成年，但卻又無法自己選出政務官，那到底孩子算不算完全掌控自己的未來？

    以上是我的一些想法，也有我覺得可以更好的地方，歡迎大家也分享你們的看法。
    照片來自法務部（感覺可以直接變成公民課本上的表格😂～",NA,NA,NA,2021-02-01,2021-02-15,TWD,Xin Yee He,106255258031692,南屯人的深刻思想隨筆,500,599,4014130022045916,10000,14999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=4014130022045916&access_token={access_token}
2021-01-30,"陳冠甫觀點：《要換時中？—唱衰台灣的媒體、政黨，你不累？》

#國民黨 #在野黨 #政治 #疫情 #賴清德 #陳時中 

防疫期間民進黨政府遭遇各種媒體唱衰、民間謠言不說，現在陣前要求換將，明顯是為政治宮鬥而來，處處見縫插針，都在口水防疫，而非科學防疫。不正是諸葛亮〈梁甫吟〉所寫「一朝被讒言，二桃殺三士」現代版，武漢肺炎疫情仍方興未艾，真要反覆不停玩同個把戲，那些唱衰台灣的媒體、搞內鬥的政黨，你不累？我們能不能好好相處。反正我們都會困在這裡好一陣子，好好努力解決問題吧。

#新公民議會 #按讚關注多元觀點

http://newcongress.tw/?p=21651

近期媒體接連以社論呼籲，讓衛福部長陳時中陳時中卸下中央流行疫情指揮中心指揮官工作，交由具公衛背景與同樣具醫師資格，副總統賴清德主導提升防疫層級，以應付部桃群聚感染的疫情。

有趣的是，類似建議自疫情開始，就持續不斷，如新北市長侯友宜27日受訪時稱「去年就建議過很多次了。」民眾黨中評委則在同一時間呼應「指揮層級應該升級─賴清德非常適合」。

似乎不管疫情防堵好壞，泛藍聯盟政治人物、媒體都不約而同想陳時中走人，疫情平穩時以為何不開放中國籍配偶子女、台商返台，應縮短防疫期間為由，攻擊陳時中不適任。反之，稍有爆發疫情徵象時，更大肆加碼砲轟防疫不力，如現在以「部長，你累了嗎？」加強換人的正當性。

也難怪藍營積極想換下陳時中，因為民眾對陳時中、執政黨防疫的信任度屢創新高，超越藍綠。因此基於政治私心，更要搶先逼迫政府換將，為日後開放建議中國疫苗、萊豬公投議題等打開輿論破口。

不過僅為政治攻防、政治利益的作為，究竟把國家安全、全民健康的利益考量放置何處？

然而，藍營不停操作以「賴清德擔任防疫指揮官」作為好心給政府建議的幌子，不懷好心之外，無疑是政治算計。大法官釋字419號於連戰兼任行政院長時的爭議，早就闡釋鑑於人事區分與制衡，副總統與行政院職位、職權上不隸屬，體制有區隔，也讓人懷疑是想帶起類似行政院、部會與副總統間的政治衝突角力。更別說桃園疫情以來有人也不斷挑起桃園市長鄭文燦與賴清德間，甚至行政院長蘇貞昌的行政上合作關係。

防疫期間民進黨政府遭遇各種媒體唱衰、民間謠言不說，現在陣前要求換將，明顯是為政治宮鬥而來，處處見縫插針，都在口水防疫，而非科學防疫。不正是諸葛亮〈梁甫吟〉所寫「一朝被讒言，二桃殺三士」現代版，武漢肺炎疫情仍方興未艾，真要反覆不停玩同個把戲，那些唱衰台灣的媒體、搞內鬥的政黨，你不累？我們能不能好好相處。反正我們都會困在這裡好一陣子，好好努力解決問題吧。

作者 / 陳冠甫

㊣ 要投稿?稿費從優 要授權?這邊請 http://newcongress.tw/?page_id=1970 

本文連結：http://newcongress.tw/?p=21651

(姬小編)",newcongress.tw,防疫期間民進黨政府遭遇各種媒體唱衰、民間謠言不說，現在陣前要求換將，明顯是為政治宮鬥而來，處處見縫插針，都在口…,要換時中？—唱衰台灣的媒體、政黨，你不累？,2021-02-01,2021-02-05,TWD,新公民議會,265921576924337,新公民議會,300,399,417099719608471,5000,5999,500001,1000000,https://www.facebook.com/ads/archive/render_ad/?id=417099719608471&access_token={access_token}
2021-01-29,"「民進黨說一套  說一套 不是真心為中部民眾」

立法院刻正處理110年度中央政府總預算，今(26)下午朝野協商經濟部與所屬相關公務預算，其中關於台中火力發電廠燃氣設置與燃煤除役預算，國民黨團早在本月14日上午召開記者會，對於中火4部老舊燃煤機組堅持備用不除役，讓中火成為全球第一大火力發電廠，讓中部地區民眾面臨更大的空污威脅，提案要求台電必須回應民意訴求。

國民黨團今天下再度召開記者會，針對民進黨立委蔡其昌同時提出主決議，要求台電在燃氣機組商轉後，替換現有燃煤機組，卻同意台電將本該除役的燃煤機組「保留」，說是「因應緊急危機」。國民黨團強烈質疑民進黨根本就是在打假球，本該除役的燃煤機組不拆除而「保留」，而保留燃煤機組，沒有運轉許可如何購煤？沒有燃煤那保留的意義何在？國民黨團呼籲民進黨不要在唬弄中部人，對於改善中部地區空污不要說一套、做一套、打假球。

國民黨主席江啟臣表示，要求台電興建中火燃氣機組，必須同步規劃老舊機組汰除，未來增設2部燃氣機組，發電量就已超過現有4部老舊燃煤機組，要徹底改善空氣品質、維護民眾健康，就必須汰舊換新，才能讓中部居民安心。江啟臣指出，蔡總統一再強調台電供電全台無虞，卻堅持蓋新的燃氣機組同時，又不肯讓中火老舊的燃煤機組直接除役，因此在審查中央政府總預算關於經濟部所屬台電預算中提出主決議，要求經濟部與台電儘速優先汰除中火4部燃煤機組，其中先依照台中市政府都審會通過「設置燃氣機組」計畫中，台電必須先除役2部老舊燃煤機組，等到燃氣機組建置完成後，再除役另外2部。

江啟臣指出，未來2部燃氣機組發電量各約130萬瓩，共計260萬瓩，相當於4.7部現有燃煤機組，發電量總計更高達810萬瓩，汰除4部燃煤機組，並沒有讓發電量減少，倘若只增加燃氣發電，又不汰除燃煤機組，只是增加發電量，根本無法解決中部長久以來的空污問題，違背民眾的期待。江啟臣表示，根據去年10月東海大學進行民調，高達81.3%的民眾支持台中市政府要求中火逐步廢止燃煤機組，2018年的公投案將近8百萬民眾反對火力發電，並要求政府每年降低1%火力發電比例，請台電尊重在地民意，別再一意孤行，既然要新增燃氣機組，就淘汰4部老舊燃煤機組。

江啟臣進一步表示，民進黨團也提出相關主決議，國民黨團樂見民進黨聽見中部人的訴求，但是通篇主決議的3大訴求，明白揭示增加燃氣機組從2部增加到4部，對於燃煤機組除役的態度上，卻表達得相當模糊，「台中電廠10部燃煤機組原定2046年前全部除役，應提前約10年，於2035年實現」，江啟臣質疑，倘若不將4部燃煤機組中的2部，在燃氣機組商轉後立即除役，提前10年的說法根本沒有意義。其次，民進黨團的主決議提到燃煤機組除役不拆除「因應緊急機危機」，沒有運轉許可的燃煤機組，也不可能購媒，保留的意義何在？民進黨的主決議內容根本就是打假球，名為「以氣換媒」，實際上只是增加燃氣不除燃煤，國民黨團呼籲行政院、經濟部與台電，不要只顧上意、不顧民意，支持國民黨團的主決議，解決空污不必等到2035。

經濟委員會召委楊瓊瓔表示，對於中火燃煤機組除役，國民黨團非常高興民進黨籍的委員們「起義來歸」，回到正道上，同時也看到終於看到台中市政府的努力，中部地方鄉親的心聲，從來沒有改變過，減少燃煤發電，不只是為了市民的健康，對環保綠色地球整體環境也有很大幫助，國民黨團呼籲民進黨籍委員，不要只想順從黨意要傾聽民意，歡迎民進黨的委員加入我們抗中火空污的陣線，支持國民黨團所提出的主決議案。

楊瓊瓔指出，在109年曾要求中火減少18%燃煤採購預算的提案，被民進黨封殺，接下來110年我再度提案要求台電減少150億元（約23%）購煤預算，希望民進黨委員今年可以支持通過，讓減煤不只是空談，能夠真正被實現，對的事情，必須能夠頂著壓力、逆著黨意，為了人民的健康和生命也應該勇敢去做，如果讓中火成為世界上最大的火力發電廠，那是最悲哀的事，不是最光榮的事，請大家和台中市政府站在一起，和中部五縣市站在一起，和所有在這片土地上生活、關心空污的人民站在一起，用最嚴格的標準、最嚴謹的要求，具體減少燃煤量。",NA,NA,NA,2021-01-30,2021-02-01,TWD,Yi Min Chang,1573636192933234,國民黨立法院黨團,200,299,142505601017791,1000,1999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=142505601017791&access_token={access_token}
2021-01-29,"⚠【擁核國民黨醒醒，面對核四弊案吧】⚠
立法院臨時會進入尾聲，向來擁核的國民黨團提案，要在非核政策中為核電平反，希望原能會架設網站公開核一到核四的相關資訊，呈現核電過去在經濟發展的貢獻，朝野民間都同意通過。但今天民進黨團提案，一樣要架設網站，公開核四興建過程中的違規、核安評估紀錄，卻遭國民黨團全票反對。

這就是台灣核電最大的問題之一，擁核派永遠只想報喜不報憂，只想談虛假的貢獻卻不願面對真實的弊案，只講過去核電好棒棒，卻不願面對全球都拼再生能源的願景。留在歷史裡的國民黨團為什麼怕核四資訊公開？是有什麼過去秘密不能說嗎？有什麼當時的決策理由不能被揭露嗎？

揭露核電資訊，是地球公民與關注核電團體們的目標，今年要進行的核四公投，更應該在完整的資訊揭露下投票，面對充滿地質風險、弊案重重、施工碰到淹水停電、拼裝車至今還缺零件的核四廠，大家應該瞪大眼看清，台灣無法承受任何核災。

#重啟核四不同意
#核災公投不同意",NA,NA,NA,2021-01-30,2021-01-31,TWD,地球公民基金會,148513668543221,地球公民基金會,400,499,414314176482214,7000,7999,500001,1000000,https://www.facebook.com/ads/archive/render_ad/?id=414314176482214&access_token={access_token}
2021-01-29,"海洋中碳循環的無名英雄：藻礁！​
​
當政府透過行政程序完成決策，但卻會對社會產生嚴重的影響時，公民如何行使憲法賦予的權利來改變結果？​
​
一起來聽聽知名的藻礁保育行動者潘忠政怎麼說！",NA,NA,珍愛桃園藻礁公投 feat.潘忠政＿憲法未來派＃39,2021-01-29,2021-02-05,TWD,台灣制憲基金會 TNC,2199675410320212,台灣制憲基金會 TNC,2000,2499,762267634696160,35000,39999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=762267634696160&access_token={access_token}
2021-01-29,"【🎊大感謝🙏9000份連署書送出！💪💪】

感謝所有鄉親朋友的幫忙，一張張填寫連署書📄
感謝所有提供連署點的朋友，讓連署從點成為面，
大家為了台灣的食安，許多人來回奔波好幾趟‼️‼️

#智倫 跟各位鄉親報告：
近一個月下來，#中和 收到的連署書超乎預期❗️
每一份連署都代表民意，代表一個希望，
#智倫 謝謝中和及所有的鄉親們站出來‼️
我們會持續努力，#堅持下去!!

～～～～～～～～～～～～～

*戶外*連署活動
請大家共同響應!我們一起加油
🎈福和宮  日期：1/30（六）09:00-12:00
地址：中和區廣福路112號

🎈陳錦錠議員南勢角服務處　
日期：1/30&1/31(六&日) 09:00-12:00 
地址：中和區華新街15號

🎈中和區黨部 日期：1/31(日)09:00-12:00
地址：中和區景平路691號

#感謝早忙到晚整理連署書的志工們🥰
#反萊豬要公投
#化不可能為可能

✅連署書下載(含範例)：https://chichen.org/vote828
連署書若填寫完畢，可送至黨部或議員服務處：
✅全國連署點查詢:
https://chichen.org/北部連署點",NA,NA,NA,2021-01-29,2021-01-30,TWD,冠華 伍,2142074882525226,張智倫,1000,1499,800518877481005,7000,7999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=800518877481005&access_token={access_token}
2021-01-28,"公投連署突破30萬份 邁向50萬
如果你也支持人民應該有選擇權利，請按影片右下方的讚加入我們。",NA,NA,NA,2021-01-28,2021-02-13,TWD,fongnews.net,132666307449531,溏風報傳媒,6000,6999,413638816387499,100000,124999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=413638816387499&access_token={access_token}
2021-01-28,"公投連署突破30萬份 邁向50萬
如果你也支持人民應該有選擇權利，請按影片右下方的讚加入我們。",NA,NA,NA,2021-01-28,2021-01-29,TWD,fongnews.net,132666307449531,溏風報傳媒,100,199,1688394977997981,2000,2999,100001,500000,https://www.facebook.com/ads/archive/render_ad/?id=1688394977997981&access_token={access_token}
2021-01-28,"公投連署突破30萬份 邁向50萬
如果你也支持人民應該有選擇權利，請按影片右下方的讚加入我們。",NA,NA,NA,2021-01-28,2021-01-29,TWD,fongnews.net,132666307449531,溏風報傳媒,0,99,449177829588117,2000,2999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=449177829588117&access_token={access_token}
2021-01-27,"鄭氏王朝太子鵬鄭運鵬
跟寵宦王浩宇同時表態挺高雄的黃捷
看來反萊豬民意浪潮難擋！
王朝內外要齊心反制罷免以阻擋萊豬公投勢起？
不過這樣一挺，黃捷可就要GG啦～ #危險喔

挺黃捷！鄭運鵬：罷免大戰不是好事
https://www.nownews.com/news/5174252
曾有分歧仍力挺黃捷 王浩宇喊話：投下不同意罷免票吧！
https://newtalk.tw/news/view/2021-01-26/528853",NA,NA,NA,2021-01-27,2021-01-31,TWD,文治 蔡,105242218111987,鄭氏王朝鄭即天下,400,499,2850356075231665,3000,3999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=2850356075231665&access_token={access_token}
2021-01-26,"日前上仼的美國新總統拜登才會在就職演說中呼籲全國大和解，並重提團結十一次，說「民主是珍貴、易碎的」「團結是唯一的前進道路」，希望結束紅與藍、郷村與城市、保守派與自由派之間的「不文明戰爭」。而反觀台灣，報復式罷免及「反萊豬戰爭」正方興未艾，國民黨究竟是希望國家團結，還是加深國家分裂？ 桃市議員王浩宇罷免案通過，國民黨士氣大振，全力針對下一目標高市議員黃捷；一旦罷免再僥倖通過，以國民黨「為反對而反對、不知適可而止」的夙習，罷免案一定「遍地開花」，接下來將進行「反萊豬公投大戰」及「四處割萊委」。黨主席江啓臣且嚴辭恫嚇，稱：「民意把支持萊豬開放的王浩宇罷免，蔡政府不該再低估人民力量；民進黨應收回開放萊豬的錯誤政策，並為荒腔走板的施政道歉。」「罷王只是民意反撲的第一槍，民意的憤怒不會就此終止。兩項公投案正在連署，要把政府鴨覇蠻橫的總帳一次算清。」

http://newcongress.tw/?p=21621",newcongress.tw,日前上仼的美國新總統拜登才會在就職演說中呼籲全國大和解，並重提團結十一次，說「民主是珍貴、易碎的」「團結是唯一…,[轉] 報復式罷免加深國家分裂！,2021-01-27,2021-02-01,TWD,新公民議會,265921576924337,新公民議會,300,399,230292245224159,3000,3999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=230292245224159&access_token={access_token}
2021-01-25,"#珍愛藻礁公投，你連署了嗎？
#催出35萬連署 #限量口罩贈送中
【搶救大潭藻礁 一起加入連署】
桃園有一片需要7000年才能生成的珍貴藻礁即將要被開發！希望你和我們一起參加公投連署，必須在2月底前提出連署35萬份！讓我們一起努力把這片珍貴的藻礁留下來！
連署書下載：https://pse.is/3akxvp
桃園珍愛藻礁專頁：https://reurl.cc/Dv6QNR
歡迎有意願的朋友親臨台南黨部連署，我們將贈送 #時代力量限量口罩，數量有限，送完為止。",NA,NA,NA,2021-01-26,2021-01-26,TWD,郁芝 蔡,259921934519436,時代力量台南黨部,200,299,761833964714506,1000,1999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=761833964714506&access_token={access_token}
2021-01-25,"反萊豬公投連署突破22萬 全力邁向50萬
台南拚公投連署 江啟臣、羅智強、謝龍介、陳以信、蘇偉碩 火力全開

支持公投+1",NA,NA,反萊豬公投連署突破22萬 江啟臣、羅智強、謝龍介、陳以信、蘇偉碩火力全開,2021-01-26,2021-01-27,TWD,fongnews.net,132666307449531,溏風報傳媒,4500,4999,426247621853537,100000,124999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=426247621853537&access_token={access_token}
2021-01-20,"【反萊豬公投在跟時間賽跑，叫萊豬立委出來面對！】

反萊豬公投連署起跑一週，連署數字穩定成長中，但這次時間非常緊迫，必須在三月初達標，才能在今年8月28日投票，我們絕對不能掉以輕心。

所以有一件非常重要的事，拜託大家務必出力幫忙。

請先找到你家選區的萊豬立委，下載對應的連署書雙面文宣版本，花個100元多印幾張，發給你家鄰居和附近路人。

■

首先作為範例的是，台中市第二選區，「草包」陳柏惟。

他是基進黨，卻成為民進黨附庸，屢屢護航萊豬，被攻擊的唯一反應就是扯抗中保台，即使他自己就在對岸賺人民幣。

把基進黨做成側翼，完全喪失自我獨立性。台中市民不需要一個除了口頭反中什麼都不會，只會護航民進黨霸凌民意的立委。

「下次投票不注意，我就吃定你忘記。」

若讓這些萊豬立委逍遙自在，過幾年選舉再出來做個秀，騙台灣人記性差好欺負，繼續掌握權力和利益，怎麼對得起跑票被處分的林淑芬、劉建國、江永昌呢？

■

2018年公投時，愛家盟、婚姻平權、東奧正名、以核養綠，都在連署書背面都印文宣和回寄地址。連署書背面，不但可以放填寫範例，更是一張現成的傳單。

如果你家選區沒有萊豬立委，可以找同縣市隔壁選區的萊豬立委，或者找你看不順眼的不分區或府院黨萊豬政客，印爆發爆他。

相信我，他會痛，才有用。
相信我，他會痛，才有用。
相信我，他會痛，才有用。

若有大量空白連署書需求（500張以上），請私訊我寄件地址和聯絡方式，我會找人印好直接寄到府上，也歡迎大家小額贊助印刷費用，我們一同協力作戰。

--

🐸各選區反萊豬公投連署書檔案下載：
https://tinyurl.com/y593e7cz

【北北基】https://tinyurl.com/y3jxnree
【桃竹苗】https://tinyurl.com/y5opzw9j
【中彰投】https://tinyurl.com/y6fapjz7
【雲嘉南】https://tinyurl.com/yywymj8h
【高高屏】https://tinyurl.com/y2w5j5ne
【宜花東】https://tinyurl.com/y2ymcdjv
【金馬澎】https://tinyurl.com/y3tlpuqu
【不分區】https://tinyurl.com/y6exg7j6
【原住民】https://tinyurl.com/yy75ae4r
【府院黨】https://tinyurl.com/y2rfddak

🙏懇請大家小額贊助連署書印刷費用：
https://p.ecpay.com.tw/7C05295",NA,NA,NA,2021-01-21,2021-01-30,TWD,Shih-Hsiu Huang,101306781931071,反萊豬公投連署 2月底前寄回,1000,1499,1250456172019039,7000,7999,1001,5000,https://www.facebook.com/ads/archive/render_ad/?id=1250456172019039&access_token={access_token}
2021-01-20,"#反萊豬
#拼公投
我在昆陽捷運站🐷
號召群眾一起簽署反萊豬公投案！
還沒簽署的好朋友👭快點來～～～

#歡迎搜尋離你最近的連署站
#也可以上網填寫哦

💙追蹤IG看更多帥氣幽默可愛藍👇🏻
http://instagram.com/bluekungwei",NA,NA,NA,2021-01-20,2021-01-20,TWD,恭唯藍,102614898264812,藍恭唯,0,99,865617180955274,0,999,500001,1000000,https://www.facebook.com/ads/archive/render_ad/?id=865617180955274&access_token={access_token}
